,Name,Bonus,Games,Wins,MVP,First_blood,Last_word_3,Last_word_2,Citizen_wins,Citizen_games,Mafia_wins,Mafia_games,Sheriff_wins,Sheriff_games,Don_wins,Don_games
408,Ник,7.15,132.0,57.0,0.0,11.0,0.0,7.0,92.0,37.0,18.0,8.0,10.0,5.0,12.0,7.0
409,Маэстро,1.4,53.0,27.0,0.0,2.0,0.0,0.0,34.0,15.0,9.0,4.0,6.0,5.0,4.0,3.0
410,Дорога,0.7,42.0,24.0,0.0,3.0,1.0,0.0,28.0,15.0,7.0,4.0,3.0,2.0,4.0,3.0
411,Феномен,0.4,15.0,6.0,0.0,0.0,0.0,0.0,8.0,4.0,3.0,0.0,0.0,0.0,4.0,2.0
412,Joy,3.57,229.0,102.0,2.0,22.0,0.0,9.0,152.0,63.0,37.0,19.0,20.0,9.0,20.0,11.0
413,Безника,0.75,29.0,11.0,0.0,1.0,0.0,1.0,13.0,5.0,8.0,3.0,2.0,0.0,6.0,3.0
414,Катерок,0.0,15.0,4.0,0.0,2.0,0.0,1.0,8.0,2.0,4.0,1.0,3.0,1.0,0.0,0.0
415,Евсейка2,2.2,43.0,22.0,0.0,3.0,0.0,1.0,38.0,19.0,2.0,2.0,3.0,1.0,0.0,0.0
416,Март,2.8000000000000003,40.0,18.0,0.0,7.0,0.0,2.0,29.0,13.0,5.0,3.0,3.0,0.0,3.0,2.0
417,NaLaбутенах,1.1500000000000001,46.0,22.0,0.0,4.0,0.0,3.0,32.0,15.0,7.0,5.0,6.0,2.0,1.0,0.0
418,Док,7.1,109.0,58.0,0.0,6.0,0.0,1.0,67.0,36.0,20.0,12.0,13.0,3.0,9.0,7.0
419,Зачем,0.3,7.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0
420,Александр,3.8000000000000003,123.0,56.0,0.0,4.0,0.0,0.0,71.0,30.0,32.0,18.0,12.0,4.0,8.0,4.0
421,Профессор,0.7,21.0,8.0,0.0,1.0,0.0,0.0,10.0,3.0,7.0,3.0,0.0,0.0,4.0,2.0
422,Люси,1.3,32.0,10.0,0.0,2.0,0.0,2.0,18.0,7.0,10.0,1.0,1.0,0.0,3.0,2.0
423,Комфорка,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
424,Радио,2.1,67.0,35.0,0.0,5.0,0.0,2.0,38.0,19.0,16.0,10.0,7.0,2.0,6.0,4.0
425,Амика,1.2,20.0,10.0,0.0,1.0,0.0,0.0,13.0,6.0,4.0,2.0,0.0,0.0,3.0,2.0
426,Юпитер,0.0,11.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0
427,Весёлый,0.0,36.0,16.0,0.0,0.0,0.0,0.0,19.0,11.0,9.0,2.0,3.0,2.0,5.0,1.0
428,СПИ,0.5,17.0,4.0,0.0,0.0,0.0,0.0,7.0,1.0,8.0,3.0,2.0,0.0,0.0,0.0
429,Плам,2.5,97.0,51.0,0.0,6.0,0.0,0.0,55.0,29.0,29.0,17.0,9.0,4.0,4.0,1.0
430,КровьИРАзврат,0.0,15.0,6.0,0.0,1.0,0.0,0.0,10.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0
431,Шерлок,0.4,31.0,14.0,0.0,0.0,0.0,0.0,19.0,8.0,7.0,4.0,1.0,1.0,4.0,1.0
432,Gole@F,0.0,10.0,3.0,0.0,1.0,0.0,0.0,6.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0
433,Красный комиссар,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0
434,Агата,2.1,62.0,30.0,0.0,3.0,0.0,1.0,32.0,17.0,19.0,10.0,8.0,2.0,3.0,1.0
435,Abbadona,0.7,44.0,18.0,0.0,2.0,0.0,0.0,25.0,10.0,8.0,3.0,8.0,4.0,3.0,1.0
436,Спящая Красавица,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
437,FROSTK1LL,0.4,54.0,21.0,0.0,6.0,0.0,0.0,36.0,16.0,11.0,2.0,3.0,1.0,4.0,2.0
438,Patrick,1.15,79.0,42.0,0.0,3.0,0.0,1.0,49.0,29.0,10.0,6.0,3.0,0.0,17.0,7.0
439,Слойка,0.4,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
440,Ромаха,0.3,6.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
441,Aster,0.2,13.0,4.0,0.0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0
442,Светлая,1.05,75.0,36.0,0.0,2.0,0.0,1.0,49.0,19.0,14.0,8.0,5.0,3.0,7.0,6.0
443,Лексус,1.0,28.0,12.0,0.0,2.0,0.0,0.0,18.0,5.0,8.0,5.0,2.0,2.0,0.0,0.0
444,IDKFA,0.4,17.0,7.0,0.0,2.0,0.0,0.0,9.0,2.0,4.0,3.0,4.0,2.0,0.0,0.0
445,Domino,2.0999999999999996,34.0,16.0,3.0,2.0,0.0,0.0,20.0,8.0,6.0,4.0,5.0,2.0,3.0,2.0
446,Joker,0.48000000000000004,23.0,11.0,0.0,1.0,0.0,0.0,14.0,6.0,4.0,3.0,4.0,2.0,1.0,0.0
447,L,0.6,17.0,9.0,0.0,2.0,0.0,0.0,10.0,5.0,4.0,3.0,2.0,0.0,1.0,1.0
448,Talpa,0.0,14.0,7.0,0.0,2.0,0.0,0.0,6.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0
449,Тихон,0.4,11.0,4.0,0.0,2.0,0.0,0.0,5.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0
450,Календула,0.2,4.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
451,Zloy,0.0,9.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,3.0,2.0
452,Green,0.25,4.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
453,DEYNADAWAY,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
454,Джульетта,0.5,38.0,19.0,0.0,1.0,0.0,0.0,27.0,12.0,6.0,4.0,3.0,2.0,2.0,1.0
455,Турист,0.0,84.0,35.0,3.0,13.0,0.0,2.0,52.0,23.0,16.0,6.0,10.0,2.0,6.0,4.0
456,Mix,2.15,85.0,54.0,0.0,9.0,2.0,3.0,47.0,29.0,17.0,11.0,10.0,6.0,11.0,8.0
457,Siergio17,1.95,46.0,27.0,0.0,6.0,0.0,5.0,26.0,14.0,8.0,4.0,5.0,4.0,7.0,5.0
458,Shalikas,1.0,46.0,28.0,0.0,6.0,0.0,4.0,34.0,20.0,8.0,5.0,2.0,2.0,2.0,1.0
459,RK11,0.4,55.0,34.0,0.0,6.0,1.0,0.0,28.0,19.0,10.0,4.0,8.0,5.0,9.0,6.0
460,TANK,0.4,68.0,40.0,0.0,6.0,0.0,2.0,44.0,27.0,9.0,6.0,8.0,4.0,7.0,3.0
461,Bella,0.5,67.0,35.0,0.0,8.0,0.0,2.0,46.0,28.0,15.0,6.0,1.0,0.0,5.0,1.0
462,BETON,0.0,37.0,19.0,0.0,1.0,0.0,0.0,21.0,9.0,9.0,6.0,4.0,2.0,3.0,2.0
463,Cobra,0.25,74.0,34.0,0.0,3.0,0.0,1.0,47.0,26.0,19.0,6.0,5.0,2.0,3.0,0.0
464,Phoenix,0.5,68.0,30.0,0.0,5.0,0.0,2.0,36.0,16.0,16.0,4.0,9.0,6.0,7.0,4.0
465,Obama,0.25,40.0,16.0,0.0,3.0,0.0,1.0,21.0,9.0,13.0,5.0,3.0,1.0,3.0,1.0
466,Bagira,0.25,58.0,26.0,2.0,5.0,0.0,2.0,32.0,17.0,13.0,3.0,9.0,4.0,4.0,2.0
467,Karmen,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
468,Kaunas,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
469,Zeusas,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
470,Daktaras,0.5,10.0,7.0,0.0,2.0,0.0,2.0,8.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0
471,Г-жа Ирония,0.25,27.0,15.0,0.0,3.0,0.0,1.0,16.0,7.0,5.0,3.0,3.0,2.0,3.0,3.0
472,Femida,0.0,23.0,14.0,0.0,1.0,0.0,0.0,15.0,10.0,3.0,3.0,3.0,1.0,2.0,0.0
473,Joint,0.0,23.0,12.0,0.0,1.0,0.0,0.0,11.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0
474,zero,0.0,22.0,11.0,0.0,3.0,0.0,0.0,11.0,8.0,5.0,1.0,3.0,1.0,3.0,1.0
475,Корни,0.25,4.0,2.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Don Kichot,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
477,Dimdim,0.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
478,Puskin,0.0,11.0,5.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0
479,Каток,0.0,11.0,5.0,0.0,1.0,0.0,0.0,7.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0
480,Pantera,0.0,32.0,14.0,0.0,1.0,0.0,1.0,19.0,10.0,6.0,2.0,1.0,1.0,6.0,1.0
481,SMILTE,0.25,8.0,3.0,0.0,1.0,0.0,1.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
482,Kuta,0.25,30.0,9.0,0.0,5.0,0.0,1.0,23.0,7.0,4.0,1.0,1.0,1.0,2.0,0.0
483,Каспиан,2.15,108.0,57.0,0.0,11.0,1.0,3.0,60.0,36.0,28.0,10.0,12.0,6.0,8.0,5.0
484,Испанец,1.15,116.0,46.0,0.0,9.0,0.0,3.0,75.0,32.0,25.0,8.0,10.0,5.0,6.0,1.0
485,Американец,-0.75,122.0,66.0,0.0,7.0,0.0,5.0,69.0,40.0,27.0,9.0,13.0,11.0,13.0,6.0
486,Рау,0.75,65.0,35.0,0.0,3.0,0.0,1.0,35.0,19.0,15.0,7.0,5.0,2.0,10.0,7.0
487,Айс,0.25,82.0,39.0,0.0,4.0,0.0,1.0,49.0,26.0,15.0,5.0,12.0,6.0,6.0,2.0
488,Боевик,1.0,146.0,85.0,1.0,16.0,0.0,2.0,98.0,60.0,19.0,9.0,15.0,11.0,14.0,5.0
489,Шаолинь,0.8,109.0,51.0,0.0,10.0,0.0,0.0,66.0,35.0,24.0,6.0,11.0,6.0,8.0,4.0
490,Крестная дочь,0.0,46.0,24.0,0.0,3.0,0.0,2.0,27.0,14.0,9.0,5.0,5.0,4.0,5.0,1.0
491,Дэнсер,0.7,102.0,59.0,0.0,11.0,1.0,5.0,64.0,41.0,15.0,9.0,13.0,4.0,10.0,5.0
492,Китаец,0.25,58.0,31.0,0.0,2.0,0.0,1.0,32.0,17.0,10.0,3.0,10.0,8.0,6.0,3.0
493,Белая,0.6,68.0,35.0,0.0,9.0,0.0,4.0,40.0,21.0,11.0,7.0,9.0,4.0,8.0,3.0
494,Бекс,0.5,68.0,37.0,0.0,9.0,0.0,5.0,43.0,26.0,8.0,1.0,6.0,4.0,11.0,6.0
495,Монолит,0.65,87.0,48.0,0.0,10.0,0.0,5.0,48.0,31.0,18.0,9.0,7.0,2.0,14.0,6.0
496,Хакер,0.0,19.0,10.0,0.0,3.0,0.0,0.0,9.0,4.0,7.0,4.0,2.0,1.0,1.0,1.0
497,Марго,2.6,187.0,102.0,0.0,12.0,0.0,4.0,91.0,57.0,43.0,20.0,30.0,15.0,23.0,10.0
498,Хамид,0.3,39.0,20.0,0.0,3.0,1.0,0.0,23.0,13.0,9.0,4.0,3.0,3.0,4.0,0.0
499,Голливуд,0.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0
500,Socrat,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
501,FOX,0.45,67.0,39.0,0.0,4.0,0.0,1.0,50.0,30.0,9.0,6.0,2.0,0.0,6.0,3.0
502,Referee,0.25,46.0,18.0,0.0,4.0,0.0,1.0,28.0,12.0,6.0,4.0,8.0,2.0,4.0,0.0
503,Sally,0.0,12.0,5.0,0.0,1.0,0.0,1.0,4.0,2.0,5.0,2.0,2.0,0.0,1.0,1.0
504,13,2.4000000000000004,33.0,20.0,2.0,6.0,0.0,2.0,22.0,11.0,5.0,5.0,2.0,0.0,4.0,4.0
505,Владимир Скромный,0.8,56.0,30.0,1.0,1.0,0.0,0.0,34.0,16.0,12.0,8.0,3.0,1.0,7.0,5.0
506,Coil,0.9,36.0,13.0,2.0,2.0,0.0,1.0,20.0,5.0,8.0,4.0,5.0,2.0,3.0,2.0
507,Nancy,1.8,15.0,10.0,6.0,0.0,0.0,0.0,8.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0
508,Viva,1.65,29.0,15.0,4.0,5.0,1.0,2.0,17.0,6.0,5.0,4.0,3.0,2.0,4.0,3.0
509,Bond,0.0,10.0,6.0,1.0,0.0,0.0,0.0,7.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0
510,Slamet,0.0,11.0,6.0,0.0,2.0,0.0,0.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
511,B@LU,1.2000000000000002,25.0,13.0,6.0,1.0,0.0,0.0,16.0,5.0,6.0,5.0,3.0,3.0,0.0,0.0
512,IMasha,1.0,28.0,10.0,1.0,1.0,0.0,0.0,14.0,4.0,9.0,4.0,2.0,0.0,3.0,2.0
513,Лунатик,0.2,22.0,3.0,2.0,4.0,0.0,1.0,14.0,0.0,2.0,1.0,1.0,0.0,5.0,2.0
514,Барселлино,0.9,13.0,6.0,3.0,2.0,0.0,1.0,7.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0
515,Китнисс,0.9,62.0,34.0,0.0,5.0,0.0,2.0,38.0,20.0,8.0,5.0,8.0,4.0,8.0,5.0
516,Штирлиц,0.55,31.0,17.0,0.0,1.0,0.0,1.0,17.0,8.0,7.0,4.0,3.0,1.0,4.0,4.0
517,Lara Croft,0.65,39.0,20.0,0.0,2.0,0.0,1.0,24.0,11.0,10.0,5.0,4.0,3.0,1.0,1.0
518,R. I. P.,1.1,44.0,19.0,0.0,1.0,0.0,0.0,24.0,10.0,10.0,4.0,3.0,1.0,7.0,4.0
519,Tony Montana,0.45,22.0,8.0,0.0,0.0,0.0,0.0,12.0,6.0,3.0,0.0,2.0,0.0,5.0,2.0
520,Анастейша,0.45,36.0,12.0,0.0,1.0,0.0,1.0,21.0,8.0,8.0,1.0,2.0,0.0,5.0,3.0
521,Малой,0.10000000000000003,85.0,43.0,0.0,5.0,0.0,0.0,53.0,24.0,21.0,12.0,8.0,6.0,3.0,1.0
522,Сапар,1.1,28.0,16.0,0.0,1.0,1.0,0.0,15.0,8.0,7.0,3.0,4.0,3.0,2.0,2.0
523,Покахонтас,0.85,23.0,12.0,0.0,1.0,0.0,1.0,12.0,5.0,4.0,2.0,4.0,3.0,3.0,2.0
524,STFO,0.0,27.0,14.0,0.0,0.0,0.0,0.0,16.0,8.0,7.0,4.0,0.0,0.0,4.0,2.0
525,Властелин,0.2,17.0,11.0,0.0,0.0,0.0,0.0,10.0,5.0,3.0,3.0,2.0,1.0,2.0,2.0
526,Навальный,0.0,10.0,5.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0
527,Лина,0.0,15.0,8.0,0.0,0.0,0.0,0.0,8.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0
528,Сорвиголова,0.0,11.0,6.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0
529,NikitaSergeevich,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
530,Волк,0.7,49.0,23.0,0.0,2.0,0.0,0.0,31.0,16.0,9.0,3.0,2.0,0.0,7.0,4.0
531,Север,0.0,8.0,4.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0
532,Старый,0.0,8.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0
533,Мирный братишка,1.25,6.0,5.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
534,Валькирия,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
535,Дездемона,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
536,Vito,3.8,67.0,38.0,0.0,9.0,0.0,0.0,37.0,17.0,15.0,10.0,10.0,8.0,5.0,3.0
537,Лёша,0.6,92.0,48.0,0.0,8.0,0.0,1.0,46.0,22.0,22.0,16.0,10.0,4.0,14.0,6.0
538,Vamp-Irka,1.6,58.0,29.0,0.0,2.0,0.0,0.0,33.0,11.0,11.0,10.0,4.0,2.0,10.0,6.0
539,Совка,-0.09999999999999998,59.0,29.0,0.0,5.0,0.0,1.0,38.0,17.0,13.0,6.0,2.0,1.0,6.0,5.0
540,TALA,-0.2,51.0,22.0,0.0,6.0,0.0,1.0,30.0,14.0,9.0,4.0,6.0,0.0,6.0,4.0
541,Jackson,-0.7999999999999999,74.0,31.0,0.0,6.0,0.0,4.0,41.0,14.0,15.0,8.0,11.0,7.0,7.0,2.0
542,Reactor,-1.2,57.0,24.0,0.0,6.0,0.0,3.0,29.0,9.0,18.0,9.0,5.0,2.0,5.0,4.0
543,Djan,1.3,43.0,25.0,0.0,2.0,0.0,1.0,24.0,12.0,10.0,7.0,4.0,2.0,5.0,4.0
544,Внезапный,1.2,54.0,31.0,0.0,3.0,0.0,2.0,31.0,21.0,6.0,3.0,11.0,3.0,6.0,4.0
545,Мэри Поппинс,-1.1,52.0,30.0,0.0,1.0,0.0,0.0,34.0,15.0,7.0,5.0,5.0,5.0,6.0,5.0
546,Forest Wolf,1.3,49.0,22.0,0.0,8.0,0.0,0.0,30.0,10.0,12.0,8.0,3.0,1.0,4.0,3.0
547,инЖенер,-1.4,46.0,22.0,0.0,4.0,0.0,1.0,25.0,6.0,11.0,10.0,4.0,2.0,6.0,4.0
548,Mephisto,0.8,48.0,16.0,0.0,9.0,0.0,3.0,30.0,11.0,10.0,4.0,2.0,0.0,6.0,1.0
549,Тата,0.8,40.0,14.0,0.0,3.0,0.0,3.0,28.0,13.0,5.0,1.0,3.0,0.0,4.0,0.0
550,Belka,1.3,44.0,22.0,0.0,3.0,0.0,0.0,29.0,14.0,8.0,4.0,2.0,1.0,5.0,3.0
551,Lilu,-0.8,32.0,13.0,0.0,6.0,0.0,3.0,22.0,10.0,5.0,1.0,2.0,1.0,3.0,1.0
552,Пальма,0.3,32.0,6.0,0.0,4.0,0.0,1.0,19.0,5.0,9.0,1.0,2.0,0.0,2.0,0.0
553,Пандочка,-1.4000000000000001,35.0,19.0,0.0,5.0,0.0,0.0,24.0,11.0,6.0,4.0,4.0,4.0,1.0,0.0
554,Дядя Федор,1.0,22.0,8.0,0.0,3.0,0.0,0.0,14.0,6.0,3.0,1.0,4.0,1.0,1.0,0.0
555,Рыба,-0.2,18.0,12.0,0.0,0.0,0.0,0.0,11.0,8.0,5.0,3.0,1.0,1.0,1.0,0.0
556,Ugodnik,-0.5,16.0,10.0,0.0,1.0,0.0,0.0,11.0,6.0,4.0,3.0,1.0,1.0,0.0,0.0
557,RedEvil,0.8,22.0,13.0,0.0,3.0,0.0,0.0,18.0,10.0,2.0,2.0,1.0,0.0,1.0,1.0
558,Signore Les,0.2,16.0,8.0,0.0,2.0,0.0,0.0,9.0,7.0,2.0,0.0,3.0,0.0,2.0,1.0
559,Акела,0.3,10.0,5.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0
560,Amicus,0.2,12.0,4.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0
561,Ar4i,-0.6,11.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0
562,KriKo,0.2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
563,DashaSheriff,0.2,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0
564,Хозяйка,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
565,LenaSheriff10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
566,Mila,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
567,JOKER,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
568,AlexandraPerm,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
569,NastyaDesigner,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
570,Семицветик,0.4,8.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,3.0,2.0
571,Andrey,0.2,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
572,Oli,0.0,4.0,3.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
573,DashaWerwolf,0.2,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
574,Lankin,1.2,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
575,Mr.Green,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
576,Bananka,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
577,Erlotaz,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
578,DimaBonn,-0.1,8.0,5.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0
579,Dr. Manhattan,0.4,4.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
580,MarKir,-0.2,5.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
581,Otari,-0.6,8.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,1.0
582,Magdalena,-0.3,5.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
583,Explex,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
584,Pianogirl,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
585,AnnaPal,-0.5,8.0,4.0,0.0,1.0,0.0,1.0,6.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
586,Царь,-0.5,8.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0
587,Котя,0.2,14.0,6.0,0.0,2.0,0.0,0.0,6.0,4.0,6.0,2.0,2.0,0.0,0.0,0.0
588,Siemens,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
589,Bot,-0.2,8.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
590,IraForbes,-0.1,7.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
591,Makler,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
592,Lider,0.0,7.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
593,Мазила,-0.6,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
594,Alexandra,0.1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,Angel,0.1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,Vova,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,Верочка,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
598,Gena,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,Зёша,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,Adam,-0.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,Rodion,-0.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,Kosmos,-1.9000000000000001,62.0,31.0,0.0,4.0,0.0,0.0,33.0,16.0,16.0,12.0,6.0,1.0,7.0,2.0
603,Polly,0.9,56.0,27.0,0.0,4.0,1.0,1.0,33.0,15.0,12.0,8.0,6.0,2.0,5.0,2.0
604,Smitti,2.8,50.0,24.0,0.0,8.0,0.0,2.0,34.0,15.0,6.0,2.0,6.0,3.0,4.0,4.0
605,Аптечка,0.2,42.0,22.0,0.0,1.0,0.0,0.0,26.0,15.0,4.0,4.0,7.0,1.0,5.0,2.0
606,Лесник,0.0,14.0,8.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0
607,Спрут,1.1,48.0,20.0,0.0,4.0,0.0,2.0,27.0,8.0,13.0,6.0,2.0,2.0,6.0,4.0
608,Патимейкер,-0.49999999999999994,63.0,30.0,0.0,5.0,0.0,1.0,36.0,16.0,16.0,11.0,8.0,3.0,3.0,0.0
609,Харви Спектр,0.95,41.0,21.0,0.0,5.0,0.0,3.0,23.0,10.0,8.0,4.0,8.0,5.0,2.0,2.0
610,Фунфырик,0.25,36.0,13.0,0.0,1.0,0.0,1.0,22.0,6.0,9.0,4.0,3.0,1.0,2.0,2.0
611,КОРИЦА,-1.0,26.0,12.0,0.0,4.0,0.0,3.0,20.0,9.0,3.0,1.0,1.0,1.0,2.0,1.0
