,Name,Bonus,Games,Wins,MVP,First_blood,Last_word_3,Last_word_2,Citizen_wins,Citizen_games,Mafia_wins,Mafia_games,Sheriff_wins,Sheriff_games,Don_wins,Don_games
1223,ШМиД,0.0,5.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1224,Ali,0.3,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0
1225,Mysyq,0.4,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1226,Олки,0.9,13.0,8.0,0.0,1.0,0.0,0.0,5.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0
1227,Sauron,0.0,14.0,6.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,3.0,1.0,0.0,0.0,0.0
1228,Филолог,-0.4,13.0,6.0,0.0,1.0,0.0,0.0,7.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0
1229,STARK,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
1230,Ruleezzz,0.0,7.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
1231,Qasqyr,0.0,10.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0
1232,Нафаня,0.3,6.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
1233,Анзорик,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1234,Honey,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1235,Бакшот,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1236,Наполеон,0.25,37.0,22.0,0.0,1.0,0.0,1.0,21.0,12.0,9.0,5.0,2.0,0.0,5.0,5.0
1237,БРОНКС,0.0,71.0,37.0,0.0,4.0,0.0,1.0,43.0,21.0,9.0,5.0,12.0,6.0,7.0,5.0
1238,Юрия,0.0,105.0,48.0,0.0,10.0,0.0,4.0,57.0,21.0,20.0,10.0,10.0,5.0,18.0,12.0
1239,Магистр,0.0,34.0,15.0,0.0,4.0,0.0,1.0,20.0,8.0,6.0,3.0,5.0,3.0,3.0,1.0
1240,Мишка,0.0,50.0,24.0,0.0,7.0,0.0,2.0,31.0,13.0,6.0,5.0,4.0,2.0,9.0,4.0
1241,Юстас,0.0,56.0,30.0,0.0,4.0,0.0,1.0,36.0,16.0,13.0,9.0,6.0,4.0,1.0,1.0
1242,Инженер,1.0,85.0,41.0,0.0,10.0,1.0,5.0,51.0,18.0,16.0,11.0,12.0,8.0,6.0,4.0
1243,Оркестр,0.0,88.0,39.0,0.0,4.0,0.0,1.0,55.0,19.0,16.0,9.0,8.0,5.0,9.0,6.0
1244,Правда,0.0,19.0,8.0,0.0,1.0,0.0,0.0,13.0,5.0,3.0,1.0,1.0,0.0,2.0,2.0
1245,Феликс,0.5,106.0,47.0,0.0,10.0,1.0,2.0,58.0,22.0,20.0,14.0,14.0,5.0,14.0,6.0
1246,BonAqua,0.0,88.0,32.0,0.0,7.0,0.0,2.0,53.0,19.0,24.0,10.0,6.0,2.0,5.0,1.0
1247,Мишок,0.0,11.0,8.0,0.0,0.0,0.0,0.0,8.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0
1248,Мишка Гамми,0.0,55.0,24.0,0.0,4.0,0.0,1.0,36.0,17.0,9.0,3.0,6.0,2.0,4.0,2.0
1249,Руфер,0.0,16.0,9.0,0.0,3.0,0.0,1.0,10.0,5.0,1.0,1.0,4.0,3.0,1.0,0.0
1250,Кот,0.0,27.0,13.0,0.0,3.0,0.0,0.0,15.0,8.0,8.0,4.0,4.0,1.0,0.0,0.0
1251,Зефирка,0.0,30.0,15.0,0.0,1.0,0.0,0.0,13.0,7.0,9.0,6.0,7.0,2.0,1.0,0.0
1252,Мироманка,0.25,28.0,12.0,0.0,3.0,0.0,2.0,20.0,9.0,5.0,3.0,3.0,0.0,0.0,0.0
1253,Шер,0.25,17.0,9.0,0.0,2.0,0.0,2.0,15.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0
1254,Блондинка,0.0,26.0,14.0,0.0,2.0,0.0,0.0,16.0,9.0,3.0,2.0,5.0,1.0,2.0,2.0
1255,Наркоманка,0.0,18.0,9.0,0.0,4.0,0.0,1.0,14.0,7.0,0.0,0.0,2.0,0.0,2.0,2.0
1256,Светлячок,0.0,10.0,6.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0
1257,DOCtoR,1.0,32.0,21.0,0.0,4.0,1.0,3.0,16.0,12.0,4.0,4.0,6.0,1.0,6.0,4.0
1258,Маг,0.0,33.0,15.0,0.0,4.0,0.0,1.0,25.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0
1259,Paolo,0.0,12.0,6.0,0.0,1.0,0.0,0.0,8.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0
1260,Diamond21,0.0,7.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
1261,Вертинский,0.0,36.0,19.0,0.0,3.0,0.0,0.0,18.0,9.0,8.0,5.0,5.0,2.0,5.0,3.0
1262,Maximus,0.0,14.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,5.0,2.0,1.0,1.0,1.0
1263,Мосби,0.0,13.0,8.0,0.0,1.0,0.0,1.0,7.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0
1264,Механизатор,0.0,33.0,15.0,0.0,2.0,0.0,1.0,20.0,7.0,4.0,2.0,3.0,1.0,6.0,5.0
1265,Химик,0.0,11.0,6.0,0.0,2.0,0.0,0.0,6.0,3.0,2.0,1.0,0.0,0.0,3.0,2.0
1266,Chashka,0.0,22.0,7.0,0.0,2.0,0.0,0.0,14.0,5.0,4.0,2.0,2.0,0.0,2.0,0.0
1267,Лобода,0.0,23.0,12.0,0.0,1.0,0.0,1.0,13.0,7.0,3.0,1.0,5.0,2.0,2.0,2.0
1268,Степашка,0.0,34.0,16.0,0.0,1.0,0.0,0.0,18.0,6.0,5.0,3.0,4.0,3.0,7.0,4.0
1269,Номерок,0.0,22.0,6.0,0.0,2.0,0.0,0.0,12.0,3.0,3.0,1.0,5.0,1.0,2.0,1.0
1270,Чиж,0.0,27.0,16.0,0.0,2.0,0.0,0.0,17.0,10.0,6.0,3.0,3.0,2.0,1.0,1.0
1271,Savitar,0.0,16.0,6.0,0.0,1.0,0.0,0.0,11.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0
1272,Анабель,0.0,13.0,6.0,0.0,1.0,0.0,0.0,10.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0
1273,Бильбо,0.25,23.0,9.0,0.0,4.0,0.0,1.0,16.0,5.0,6.0,3.0,0.0,0.0,1.0,1.0
