,Game_result,Citizen,Mafia,Don,Sheriff
3402,город,"['Хохольчик', 'Джипси', 'Ник', 'Дин', 'Шкода', 'Бордо']","['Анархия', 'Марта']",Борщ,Лача
3403,мафия,"['Шкода', 'Джипси', 'Дин', 'Вольфрам', 'Мадонна', 'Марта']","['Бордо', 'Ник']",Владимир Скромный,Борщ
3404,мафия,"['Хохольчик', 'Борщ', 'Ник', 'Бордо', 'Мадонна', 'Абрам']","['Марта', 'Вольфрам']",Владимир Скромный,Анархия
3405,мафия,"['Лача', 'Джипси', 'Вольфрам', 'Борщ', 'Шкода', 'Ник']","['Setti', 'Дин']",Хохольчик,Абрам
3406,мафия,"['Дин', 'Джипси', 'Борщ', 'Шкода', 'Марта', 'Аниморф']","['Вольфрам', 'Абрам']",Ник,Хохольчик
3407,мафия,"['Шкода', 'Хохольчик', 'Ник', 'Марта', 'Дин', 'Борщ']","['Абрам', 'Джипси']",Аниморф,Вольфрам
3408,город,"['Хохольчик', 'Дин', 'Вольфрам', 'Ник', 'Аниморф', 'Абрам']","['Flash', 'Лача']",Джипси,Setti
3409,город,"['Ник', 'Бордо', 'Вольфрам', 'Шкода', 'Лача', 'Одиннадцатый']","['Дин', 'Flash']",Марта,Хохольчик
3410,город,"['Джипси', 'Ник', 'Вольфрам', 'Лача', 'Шкода', 'Flash']","['Бордо', 'Марта']",Дин,Хохольчик
3411,мафия,"['Ник', 'Одиннадцатый', 'Flash', 'Шкода', 'Лача', 'Джипси']","['Вольфрам', 'Дин']",Марта,Хохольчик
3412,мафия,"['Ник', 'Бордо', 'Вольфрам', 'Хохольчик', 'Мадонна', 'Марта']","['Одиннадцатый', 'Дин']",Flash,Джипси
3413,мафия,"['Flash', 'Мадонна', 'Лача', 'Бордо', 'Ник', 'Дин']","['Марта', 'Вольфрам']",Хохольчик,Одиннадцатый
3414,город,"['Шкода', 'Flash', 'Марта', 'Ник', 'Анархия', 'Бордо']","['Гость', 'Абрам']",Джипси,Вольфрам
3415,город,"['Шкода', 'Setti', 'Анархия', 'Гость', 'Бордо', 'Ник']","['Flash', 'Абрам']",Джипси,Вольфрам
3416,мафия,"['Вольфрам', 'Бордо', 'Марта', 'Шкода', 'Flash', 'Лача']","['Гость', 'Ник']",Мадонна,Абрам
3417,мафия,"['Дин', 'Джипси', 'Анархия', 'Абрам', 'Вольфрам', 'Ник']","['Лача', 'Мадонна']",Setti,Бордо
3418,мафия,"['Гость', 'Марта', 'Лача', 'Мадонна', 'Ник', 'Бордо']","['Вольфрам', 'Анархия']",Дин,Flash
3419,город,"['Шкода', 'Джипси', 'Борщ', 'Flash', 'Дин', 'Ник']","['Хохольчик', 'Марта']",Абрам,Амахонда
3420,мафия,"['Setti', 'Бордо', 'Flash', 'Вольфрам', 'Абрам', 'Шкода']","['Дин', 'Амахонда']",Ник,Борщ
3421,мафия,"['Джипси', 'Амахонда', 'Ник', 'Хохольчик', 'Шкода', 'Дин']","['Бордо', 'Абрам']",Марта,Вольфрам
3422,мафия,"['Амахонда', 'Setti', 'Бордо', 'Абрам', 'Джипси', 'Ник']","['Хохольчик', 'Дин']",Вольфрам,Trevery
3423,город,"['Хохольчик', 'Вольфрам', 'Бордо', 'Дин', 'Setti', 'Ник']","['Абрам', 'Амахонда']",Джипси,Trevery
3424,город,"['Дин', 'Борщ', 'Владимир Скромный', 'Амахонда', 'Малыш', 'Одиннадцатый']","['Setti', 'Шкода']",Ник,Лача
3425,мафия,"['Шкода', 'Ник', 'Одиннадцатый', 'Малыш', 'Владимир Скромный', 'Лача']","['Амахонда', 'Джипси']",Борщ,Дин
3426,мафия,"['Джипси', 'Ник', 'Владимир Скромный', 'Одиннадцатый', 'Setti', 'Борщ']","['Лача', 'Дин']",Малыш,Flash
3427,город,"['Борщ', 'Малыш', 'Джипси', 'Ник', 'Дин', 'Лача']","['Flash', 'Шкода']",Амахонда,Владимир Скромный
3428,город,"['Амахонда', 'Борщ', 'Ник', 'Лача', 'Шкода', 'Дин']","['Одиннадцатый', 'Владимир Скромный']",Setti,Flash
3429,город,"['Лача', 'Джипси', 'Вольфрам', 'Борщ', 'Flash', 'Марта']","['Анархия', 'Бордо']",Ник,Амахонда
3430,мафия,"['Дин', 'Марта', 'Flash', 'Борщ', 'Ник', 'Лача']","['Анархия', 'Вольфрам']",Бордо,Джипси
3431,город,"['Лача', 'Марта', 'Джипси', 'Flash', 'Анархия', 'Ник']","['Дин', 'Вольфрам']",Бордо,Борщ
3432,мафия,"['Джипси', 'Flash', 'Дин', 'Вольфрам', 'Марта', 'Бордо']","['Анархия', 'Лача']",Ник,Борщ
3433,город,"['Дин', 'Борщ', 'Лача', 'Вольфрам', 'Бордо', 'Джипси']","['Flash', 'Ник']",Анархия,Марта
3434,мафия,"['Амахонда', 'Бордо', 'Сарказм', 'Лача', 'Ник', 'Одиннадцатый']","['Абрам', 'Анархия']",Дин,Ятна
3435,мафия,"['Одиннадцатый', 'Ник', 'Джипси', 'Амахонда', 'Бордо', 'Анархия']","['Лача', 'Дин']",Абрам,Ятна
3436,город,"['Малыш', 'Джипси', 'Ник', 'Абрам', 'Бордо', 'Лача']","['Одиннадцатый', 'Анархия']",Дин,Ятна
3437,город,"['Лача', 'Дин', 'Бордо', 'Ник', 'Ятна', 'Малыш']","['Одиннадцатый', 'Абрам']",Джипси,Амахонда
3438,город,"['Абрам', 'Одиннадцатый', 'Ник', 'Дин', 'Анархия', 'Лача']","['Ятна', 'Малыш']",Бордо,Джипси
3439,город,"['Джипси', 'Малыш', 'Дин', 'Шкода', 'Сарказм', 'Ник']","['Марта', 'Лача']",Мадонна,Полицейский
3440,город,"['Лача', 'Setti', 'Джипси', 'Ятна', 'Борщ', 'Шкода']","['Амахонда', 'Малыш']",Ник,Мадонна
3441,город,"['Шкода', 'Марта', 'Мадонна', 'Борщ', 'Ятна', 'Амахонда']","['Дин', 'Сарказм']",Ник,Полицейский
3442,мафия,"['Сарказм', 'Аниморф', 'Полицейский', 'Ник', 'Setti', 'Ятна']","['Малыш', 'Амахонда']",Мадонна,Дин
3443,город,"['Борщ', 'Ник', 'Малыш', 'Вольфрам', 'Бордо', 'Амахонда']","['Мадонна', 'Анархия']",Марта,Лача
3444,мафия,"['Ник', 'Лача', 'Анархия', 'Вольфрам', 'Дин', 'Бордо']","['Малыш', 'Джипси']",Амахонда,Марта
3445,мафия,"['Борщ', 'Анархия', 'Ник', 'Мадонна', 'Лача', 'Абрам']","['Джипси', 'Вольфрам']",Амахонда,Бордо
3446,мафия,"['Бордо', 'Амахонда', 'Абрам', 'Джипси', 'Вольфрам', 'Марта']","['Дин', 'Мадонна']",Малыш,Ник
3447,мафия,"['Лача', 'Абрам', 'Мадонна', 'Ник', 'Вольфрам', 'Амахонда']","['Дин', 'Борщ']",Марта,Малыш
3448,мафия,"['Марта', 'Вольфрам', 'Борщ', 'Ник', 'Flash', 'Бордо']","['Амахонда', 'Лача']",Полицейский,Мадонна
3449,мафия,"['Вольфрам', 'Борщ', 'Setti', 'Джипси', 'Дин', 'Малыш']","['Лача', 'Шкода']",Анархия,Flash
3450,мафия,"['Дин', 'Полицейский', 'Марта', 'Амахонда', 'Flash', 'Ник']","['Вольфрам', 'Анархия']",Джипси,Бордо
3451,мафия,"['Полицейский', 'Лача', 'Ник', 'Абрам', 'Малыш', 'Дин']","['Flash', 'Шкода']",Анархия,Setti
3452,мафия,"['Бордо', 'Джипси', 'Борщ', 'Амахонда', 'Ник', 'Вольфрам']","['Малыш', 'Мадонна']",Марта,Абрам
3453,город,"['Амахонда', 'Гость', 'Шкода', 'Борщ', 'Ник', 'Лача']","['Анархия', 'Хохольчик']",Джипси,Полицейский
3454,мафия,"['Ник', 'Малыш', 'Полицейский', 'Джипси', 'Лача', 'Амахонда']","['Анархия', 'Дин']",Бордо,Гость
3455,мафия,"['Гость', 'Шкода', 'Анархия', 'Дин', 'Бордо', 'Амахонда']","['Lynch', 'Борщ']",Хохольчик,Лача
3456,мафия,"['Гость', 'Амахонда', 'Lynch', 'Шкода', 'Ник', 'Малыш']","['Гость', 'Дин']",Бордо,Борщ
3457,мафия,"['Гость', 'Хохольчик', 'Борщ', 'Дин', 'Анархия', 'Lynch']","['Амахонда', 'Бордо']",Малыш,Ник
3458,мафия,"['Полицейский', 'Гость', 'Лача', 'Flash', 'Ник', 'Малыш']","['Дин', 'Анархия']",Мадонна,Вольфрам
3459,город,"['Гость', 'Анархия', 'Lawliet', 'Полицейский', 'Мадонна', 'Дин']","['Марта', 'Борщ']",Вольфрам,Бордо
3460,мафия,"['Flash', 'Ник', 'Малыш', 'Бордо', 'Лача', 'Гость']","['Дин', 'Борщ']",Полицейский,Анархия
3461,мафия,"['Lawliet', 'Малыш', 'Дин', 'Вольфрам', 'Марта', 'Ник']","['Лача', 'Мадонна']",Бордо,Flash
3462,мафия,"['Дин', 'Борщ', 'Flash', 'Вольфрам', 'Гость', 'Ник']","['Lawliet', 'Марта']",Малыш,Мадонна
3463,мафия,"['Лача', 'Вольфрам', 'Бордо', 'Flash', 'Джипси', 'Малыш']","['Lawliet', 'Гость']",Дин,Setti
3464,город,"['Марта', 'Вольфрам', 'Лача', 'Бордо', 'Джипси', 'Дин']","['Гость', 'Ник']",Малыш,Flash
3465,мафия,"['Lawliet', 'Лача', 'Вольфрам', 'Коломбо', 'Джипси', 'Дин']","['Марта', 'Ник']",Гость,Бордо
3466,мафия,"['Марта', 'Lawliet', 'Бордо', 'Flash', 'Вольфрам', 'Ник']","['Гость', 'Малыш']",Абрам,Коломбо
3467,мафия,"['Дин', 'Ник', 'Абрам', 'Малыш', 'Flash', 'Марта']","['Вольфрам', 'Lawliet']",Лача,Коломбо
3468,город,"['Лача', 'Амахонда', 'Вольфрам', 'Flash', 'Дин', 'Борщ']","['Малыш', 'Полицейский']",Абрам,Анархия
3469,город,"['Бордо', 'Flash', 'Ник', 'Абрам', 'Setti', 'Джипси']","['Вольфрам', 'Дин']",Лача,Анархия
3470,город,"['Ник', 'Абрам', 'Лача', 'Амахонда', 'Джипси', 'Flash']","['Марта', 'Анархия']",Вольфрам,Малыш
3471,город,"['Setti', 'Ник', 'Абрам', 'Амахонда', 'Дин', 'Вольфрам']","['Анархия', 'Малыш']",Бордо,Лача
3472,мафия,"['Flash', 'Бордо', 'Лача', 'Дин', 'Амахонда', 'Марта']","['Ник', 'Вольфрам']",Абрам,Малыш
3473,город,"['Амахонда', 'Лача', 'Flash', 'Setti', 'Бордо', 'Ник']","['Абрам', 'Дин']",Малыш,Вольфрам
3474,город,"['Trevery', 'Абрам', 'Вольфрам', 'Дин', 'Гость', 'Лача']","['Малыш', 'Flash']",Марта,Анархия
3475,мафия,"['Дин', 'Абрам', 'Лача', 'Полицейский', 'Вольфрам', 'Setti']","['Ник', 'Trevery']",Малыш,Амахонда
3476,мафия,"['Абрам', 'Trevery', 'Полицейский', 'Ник', 'Анархия', 'Вольфрам']","['Лача', 'Марта']",Бордо,Flash
3477,мафия,"['Амахонда', 'Бордо', 'Абрам', 'Setti', 'Полицейский', 'Ник']","['Анархия', 'Малыш']",Flash,Дин
3478,город,"['Полицейский', 'Дин', 'Flash', 'Гость', 'Trevery', 'Малыш']","['Бордо', 'Марта']",Вольфрам,Ник
3479,город,"['Лача', 'Одиннадцатый', 'Вольфрам', 'Амахонда', 'Анархия', 'Night']","['Бордо', 'Джипси']",Малыш,Дин
3480,город,"['Вольфрам', 'Лача', 'Малыш', 'Амахонда', 'Trevery', 'Бордо']","['Одиннадцатый', 'Flash']",Night,Марта
3481,мафия,"['Бордо', 'Flash', 'Анархия', 'Setti', 'Джипси', 'Лача']","['Night', 'Дин']",Trevery,Малыш
3482,город,"['Малыш', 'Дин', 'Анархия', 'Марта', 'Flash', 'Бордо']","['Амахонда', 'Вольфрам']",Одиннадцатый,Джипси
3483,мафия,"['Trevery', 'Лача', 'Flash', 'Вольфрам', 'Night', 'Дин']","['Setti', 'Малыш']",Гость,Одиннадцатый
3484,город,"['Борщ', 'Вольфрам', 'Дин', 'Марта', 'Ник', 'Джипси']","['Flash', 'Лача']",Малыш,Бордо
3485,мафия,"['Лача', 'Полицейский', 'Малыш', 'Бордо', 'Ник', 'Борщ']","['Дин', 'Flash']",Вольфрам,Марта
3486,мафия,"['Flash', 'Полицейский', 'Бордо', 'Вольфрам', 'Ник', 'Борщ']","['Малыш', 'Марта']",Лача,Джипси
3487,город,"['Джипси', 'Flash', 'Малыш', 'Марта', 'Вольфрам', 'Полицейский']","['Борщ', 'Ник']",Лача,Бордо
3488,город,"['Вольфрам', 'Дин', 'Лача', 'Джипси', 'Малыш', 'Flash']","['Бордо', 'Марта']",Абрам,Ник
3489,мафия,"['Бордо', 'Ник', 'Setti', 'Борщ', 'Малыш', 'Лача']","['Дин', 'Гость']",Джипси,Абрам
3490,мафия,"['Ник', 'Flash', 'Джипси', 'Марта', 'Вольфрам', 'Малыш']","['Борщ', 'Бордо']",Абрам,Дин
3491,город,"['Борщ', 'Дин', 'Ник', 'Вольфрам', 'Setti', 'Малыш']","['Flash', 'Гость']",Лача,Бордо
3492,город,"['Дин', 'Лача', 'Гость', 'Вольфрам', 'Марта', 'Ник']","['Flash', 'Абрам']",Джипси,Малыш
3493,мафия,"['Полицейский', 'Абрам', 'D.O.N.S.', 'Малыш', 'Марта', 'Бордо']","['Вольфрам', 'Лача']",Дин,Анархия
3494,город,"['Flash', 'Анархия', 'Setti', 'Гость', 'Дин', 'Малыш']","['Лача', 'Абрам']",Вольфрам,Полицейский
3495,мафия,"['Дин', 'Лача', 'Полицейский', 'Абрам', 'D.O.N.S.', 'Бордо']","['Марта', 'Flash']",Малыш,Джипси
3496,мафия,"['Джипси', 'Анархия', 'Гость', 'Вольфрам', 'Малыш', 'Лача']","['D.O.N.S.', 'Setti']",Гость,Flash
3497,мафия,"['Марта', 'Мадонна', 'Лача', 'Абрам', 'Анархия', 'Гость']","['Дин', 'Flash']",Вольфрам,Полицейский
3498,мафия,"['Малыш', 'D.O.N.S.', 'Мадонна', 'Абрам', 'Вольфрам', 'Дин']","['Setti', 'Flash']",Полицейский,Джипси
3499,город,"['Пластелин', 'Стелла', 'Какой-то парень', 'Вещий', 'Гость', 'POISON']","['Ганнибал', 'Turbo']",Гость,Raffinad
3500,город,"['Гость', 'Какой-то парень', 'Вещий', 'Пластелин', 'Turbo', 'Гость']","['Raffinad', 'Гость']",Гунилла,POISON
3501,мафия,"['Ганнибал', 'Какой-то парень', 'Вещий', 'POISON', 'ВИТО', 'Стелла']","['Пластелин', 'Raffinad']",Гость,Turbo
3502,город,"['POISON', 'Raffinad', 'ВИТО', 'Гость', 'Стелла', 'Вещий']","['Гость', 'Гунилла']",Гость,Turbo
3503,мафия,"['Raffinad', 'Morty', 'Turbo', 'Вещий', 'Стелла', 'Mark']","['Какой-то парень', 'POISON']",Гунилла,Mr. Fun
3504,город,"['Вещий', 'Mark', 'Стелла', 'Mr. Fun', 'Turbo', 'POISON']","['Джульетта', 'Гунилла']",Raffinad,Morty
3505,мафия,"['Mark', 'Вещий', 'Какой-то парень', 'Гунилла', 'Стелла', 'Morty']","['Raffinad', 'Turbo']",Mr. Fun,Джульетта
3506,мафия,"['Mark', 'Джульетта', 'POISON', 'Стелла', 'Mr. Fun', 'Гунилла']","['Turbo', 'Какой-то парень']",Raffinad,Morty
3507,город,"['Inna', 'Джон', 'МАРИО', 'Гунилла', 'Turbo', 'POISON']","['Дерзкий', 'Гость']",Пикитан,Lord_Bart
3508,мафия,"['Дерзкий', 'Биби', 'Turbo', 'Гунилла', 'Гость', 'Джон']","['Гость', 'Lord_Bart']",Inna,Вещий
3509,мафия,"['POISON', 'Дерзкий', 'Raffinad', 'Мистикор', 'Пикитан', 'Биби']","['Губернатор', 'Turbo']",МАРИО,Гость
3510,мафия,"['Гунилла', 'Мягкий', 'Джон', 'Lord_Bart', 'Вещий', 'Гость']","['Гость', 'Inna']",Raffinad,Дерзкий
3511,город,"['Гунилла', 'Вещий', 'Гость', 'Мягкий', 'Мистикор', 'Биби']","['POISON', 'Пикитан']",Turbo,Inna
3512,город,"['Мистикор', 'Inna', 'Lord_Bart', 'МАРИО', 'Turbo', 'Гунилла']","['Raffinad', 'Гость']",Джон,Биби
3513,город,"['Биби', 'Губернатор', 'Raffinad', 'Гунилла', 'МАРИО', 'Гость']","['Пикитан', 'Вещий']",Turbo,POISON
3514,мафия,"['Губернатор', 'Биби', 'Turbo', 'Гость', 'Пикитан', 'Lord_Bart']","['Raffinad', 'Гунилла']",Вещий,МАРИО
3515,город,"['Пикитан', 'МАРИО', 'POISON', 'Какой-то парень', '11', 'Гунилла']","['Lord_Bart', 'Гость']",Вещий,Феникс
3516,мафия,"['Пикитан', 'Вещий', 'МАРИО', 'Гость', 'Феникс', 'POISON']","['Какой-то парень', 'Гунилла']",Биби,Lord_Bart
3517,мафия,"['POISON', 'Гунилла', '11', 'Raffinad', 'Lord_Bart', 'Феникс']","['Биби', 'Вещий']",Какой-то парень,Губернатор
3518,город,"['Вещий', 'Ганнибал', 'Turbo', 'Raffinad', 'Гунилла', 'Lord_Bart']","['GeneVa', 'Duncan MacLeod']",Пикитан,POISON
3519,мафия,"['Ганнибал', 'POISON', 'Вещий', 'Raffinad', 'Пикитан', 'Turbo']","['Lord_Bart', 'Duncan MacLeod']",Гунилла,Гость
3520,мафия,"['Lord_Bart', 'Little Secret', 'Гунилла', 'Raffinad', 'Duncan MacLeod', 'Гость']","['Ганнибал', 'Turbo']",Вещий,POISON
3521,город,"['Ганнибал', 'POISON', 'Вещий', 'Duncan MacLeod', 'Гунилла', 'GeneVa']","['Raffinad', 'Гость']",Little Secret,Lord_Bart
3522,мафия,"['POISON', 'Гунилла', 'Вещий', '11', 'Lord_Bart', 'Петросян']","['Turbo', 'Raffinad']",МАРИО,Ганнибал
3523,мафия,"['Какой-то парень', 'Пелагея', '11', 'МАРИО', 'Джон', 'Вещий']","['Гунилла', 'Turbo']",Гость,Мистикор
3524,город,"['Биби', 'Феникс', 'Гость', 'Ганнибал', 'Lord_Bart', 'Петросян']","['POISON', 'Raffinad']",Гость,Гунилла
3525,мафия,"['Джон', '11', 'Turbo', 'Пелагея', 'Какой-то парень', 'Вещий']","['Мистикор', 'Петросян']",Гунилла,Гость
3526,мафия,"['Raffinad', 'Губернатор', 'Феникс', 'Биби', 'Гунилла', 'Turbo']","['POISON', 'Гость']",Пелагея,Lord_Bart
3527,мафия,"['POISON', 'Lord_Bart', 'Bafra', 'Turbo', 'Ганнибал', 'Raffinad']","['Гунилла', 'Вещий']",SouljaBoy,Little Secret
3528,мафия,"['Вещий', 'Raffinad', 'Ганнибал', 'Левиафан', 'Пикитан', 'Lord_Bart']","['Гунилла', 'POISON']",SouljaBoy,Turbo
3529,мафия,"['Вещий', 'Гость', 'Raffinad', 'POISON', 'Ганнибал', 'Пикитан']","['Гунилла', 'Lord_Bart']",Turbo,SouljaBoy
3530,город,"['Raffinad', 'Lord_Bart', 'Ганнибал', 'POISON', 'Гость', 'Пикитан']","['Turbo', 'Вещий']",SouljaBoy,Гунилла
3531,город,"['Raffinad', 'Ганнибал', 'Turbo', 'Пикитан', 'Lord_Bart', 'Гунилла']","['Гость', 'Вещий']",POISON,SouljaBoy
3532,мафия,"['Незлая', 'Недобрый', 'Пластелин', 'POISON', 'Гость', 'Гость']","['МАРИО', 'Вещий']",Goldie,Ганнибал
3533,город,"['Гость', 'POISON', 'Ганнибал', 'Гость', 'Lord_Bart', 'Пластелин']","['Гунилла', 'Goldie']",Raffinad,Вещий
3534,мафия,"['Гость', 'Lord_Bart', 'Гость', 'Недобрый', 'Пластелин', 'МАРИО']","['Незлая', 'Гунилла']",Raffinad,Вещий
3535,мафия,"['POISON', 'Raffinad', 'МАРИО', 'Вещий', 'Недобрый', 'Lord_Bart']","['Незлая', 'Гунилла']",Пластелин,Ганнибал
3536,мафия,"['Феникс', 'Биби', 'Raffinad', 'Гость', 'Lord_Bart', 'POISON']","['Гунилла', 'Губернатор']",МАРИО,Ганнибал
3537,мафия,"['Rafael', 'Duncan MacLeod', 'POISON', 'Губернатор', 'Гунилла', 'Ганнибал']","['МАРИО', 'Lord_Bart']",Феникс,Raffinad
3538,мафия,"['Гость', 'Биби', 'МАРИО', 'Феникс', 'Raffinad', 'Гость']","['Duncan MacLeod', 'Rafael']",POISON,Гость
3539,город,"['POISON', 'Губернатор', 'Duncan MacLeod', 'Гость', 'Гость', 'Феникс']","['Ганнибал', 'Гунилла']",Lord_Bart,Raffinad
3540,мафия,"['Недобрый', 'Незлая', 'Гунилла', 'Duncan MacLeod', 'Raffinad', 'POISON']","['МАРИО', 'Пикитан']",Lord_Bart,Борода
3541,мафия,"['Пикитан', 'Гость', 'МАРИО', 'Борода', 'Вещий', 'Ганнибал']","['Raffinad', 'Незлая']",Duncan MacLeod,Гунилла
3542,город,"['Ганнибал', 'Гунилла', 'Duncan MacLeod', 'Незлая', 'Кармелла', 'Пикитан']","['Недобрый', 'Lord_Bart']",POISON,Вещий
3543,город,"['Duncan MacLeod', 'Кармелла', 'Вещий', 'Lord_Bart', 'POISON', 'Ганнибал']","['Гунилла', 'МАРИО']",Raffinad,Гость
3544,город,"['POISON', 'Кармелла', 'Гость', 'Duncan MacLeod', 'Гунилла', 'Lord_Bart']","['Незлая', 'Turbo']",Недобрый,МАРИО
3545,город,"['Ганнибал', 'Duncan MacLeod', 'Гунилла', 'Борода', 'МАРИО', 'Turbo']","['Lord_Bart', 'Raffinad']",Вещий,POISON
3546,город,"['Ганнибал', 'Борода', 'Гунилла', 'Вещий', 'POISON', 'Turbo']","['Duncan MacLeod', 'Lord_Bart']",Raffinad,МАРИО
3547,город,"['Вещий', 'МАРИО', 'Пикитан', 'Lord_Bart', 'Raffinad', 'Гунилла']","['Кармелла', 'Ганнибал']",POISON,Turbo
3548,мафия,"['Вещий', 'Ганнибал', 'POISON', 'Raffinad', 'МАРИО', 'Duncan MacLeod']","['Turbo', 'Lord_Bart']",Гунилла,Пикитан
3549,город,"['Гунилла', 'Ганнибал', 'Duncan MacLeod', 'Вещий', 'МАРИО', 'Lord_Bart']","['Raffinad', 'Turbo']",Пикитан,POISON
3550,город,"['Rafael', 'Пелагея', 'МАРИО', 'Turbo', 'Гунилла', 'Арсенал']","['Lord_Bart', 'Raffinad']",POISON,Вещий
3551,мафия,"['Raffinad', 'Oili', 'Борода', 'Пелагея', 'Turbo', 'Rafael']","['МАРИО', 'POISON']",Гунилла,Арсенал
3552,мафия,"['МАРИО', 'Rafael', 'Пелагея', 'Raffinad', 'Lord_Bart', 'Вещий']","['Арсенал', 'Гунилла']",Turbo,Oili
3553,город,"['Raffinad', 'Ганнибал', 'POISON', 'GeneVa', 'Борода', 'Гунилла']","['МАРИО', 'Пикитан']",Turbo,Lord_Bart
3554,город,"['Ганнибал', 'Raffinad', 'Lord_Bart', 'Rafael', 'Гунилла', 'Turbo']","['POISON', 'МАРИО']",Пикитан,Борода
3555,город,"['Гунилла', 'Борода', 'Raffinad', 'МАРИО', 'Ганнибал', 'Rafael']","['Lord_Bart', 'POISON']",Пикитан,Turbo
3556,мафия,"['Борода', 'Пикитан', 'Ганнибал', 'Lord_Bart', 'Raffinad', 'МАРИО']","['Rafael', 'Turbo']",POISON,Гунилла
3557,мафия,"['Пикитан', 'Мягкий', 'Губернатор', 'Биби', 'Гунилла', 'Недобрый']","['POISON', 'Lord_Bart']",Вещий,Борода
3558,город,"['Губернатор', 'Биби', 'POISON', 'seeing', 'Гунилла', 'Недобрый']","['Вещий', 'Lord_Bart']",Пикитан,Мягкий
3559,город,"['POISON', 'Недобрый', 'Губернатор', 'seeing', 'Мягкий', 'Гунилла']","['МАРИО', 'Lord_Bart']",Биби,Пикитан
3560,мафия,"['Вещий', 'POISON', 'Недобрый', 'Goldie', 'Губернатор', 'Rafael']","['Lord_Bart', 'Гунилла']",Биби,Пикитан
3561,мафия,"['Lord_Bart', 'seeing', 'Вещий', 'Борода', 'Rafael', 'МАРИО']","['Недобрый', 'Биби']",Гунилла,Пикитан
3562,город,"['seeing', 'Борода', 'Lord_Bart', 'Пикитан', 'Вещий', 'Rafael']","['POISON', 'Гунилла']",Goldie,МАРИО
3563,город,"['Ведьмак', 'Кса', 'Клео', 'Одессит', 'Карл', 'Скорпион']","['Агностик', 'Майкл']",Гость,Иллюзионист
3564,город,"['Кса', 'Клео', 'Агностик', 'Майкл', 'Скорпион', 'Ист']","['Ведьмак', 'Карл']",Одессит,Иллюзионист
3565,мафия,"['Бастинда', 'Седой', 'Сварщик', 'Граф', 'Майкл', 'Солнышко']","['Море', 'Бонус']",Мирный житель,Клео
3566,город,"['Седой', 'Клео', 'Бастинда', 'Солнышко', 'Одессит', 'Море']","['Агностик', 'Мирный житель']",Граф,Бонус
3567,город,"['Сварщик', 'Майкл', 'Гость', 'Клео', 'Агностик', 'Ведьмак']","['Бастинда', 'Кса']",Верже,Скорпион
3568,мафия,"['Седой', 'Сварщик', 'Бастинда', 'Море', 'Клео', 'Агностик']","['Мирный житель', 'Майкл']",Бонус,Одессит
3569,город,"['Сварщик', 'Граф', 'Мирный житель', 'Море', 'Майкл', 'Седой']","['Солнышко', 'Агностик']",Одессит,Клео
3570,мафия,"['Карл', 'Верже', 'Граф', 'Клео', 'Ведьмак', 'Кса']","['Огонек', 'Ист']",Иллюзионист,Скорпион
3571,мафия,"['Ист', 'Скорпион', 'Кса', 'Клео', 'Бастинда', 'Агностик']","['Гость', 'Верже']",Майкл,Иллюзионист
3572,мафия,"['Одессит', 'Майкл', 'Мирный житель', 'Агностик', 'Иллюзионист', 'Сварщик']","['Леди Лея', 'Клео']",Регис,Бастинда
3573,город,"['Сварщик', 'Майкл', 'Иллюзионист', 'Бастинда', 'Каори', 'Клео']","['Регис', 'Мирный житель']",Одессит,Леди Лея
3574,мафия,"['Каори', 'Бастинда', 'Агностик', 'Леди Лея', 'Иллюзионист', 'Майкл']","['Мирный житель', 'Клео']",Одессит,Lady Mary
3575,город,"['Одессит', 'Майкл', 'Клео', 'Мирный житель', 'Иллюзионист', 'Бастинда']","['Леди Лея', 'Катейка']",Регис,Агностик
3576,мафия,"['Леди Лея', 'Катейка', 'Клео', 'Мирный житель', 'Сварщик', 'Майкл']","['Регис', 'Форест']",Иллюзионист,Бастинда
3577,город,"['Бастинда', 'Политрук', 'Рекламист', 'Верже', 'Абадон', 'Гость']","['Нюша', 'Граф']",Иллюзионист,Клео
3578,мафия,"['Клео', 'Регис', 'Майкл', 'Мирный житель', 'Рекламист', 'Зиш']","['Кса', 'Мончестер']",Агностик,Абадон
3579,мафия,"['Политрук', 'Мальвина', 'Абадон', 'Мирный житель', 'Иллюзионист', 'Клео']","['Рекламист', 'Майкл']",Зиш,Мончестер
3580,мафия,"['Политрук', 'Граф', 'Джимен', 'Абадон', 'Рекламист', 'Бастинда']","['Верже', 'Нюша']",Сварщик,Ведьмак
3581,город,"['Шура', 'Граф', 'Рекламист', 'Регис', 'Кса', 'Мончестер']","['Иллюзионист', 'Ведьмак']",Джимен,Мирный житель
3582,мафия,"['Сварщик', 'Бешеный', 'Маска', 'Пятая', 'Джимен', 'Кса']","['Нюша', 'Верже']",Агностик,Ведьмак
3583,город,"['Ведьмак', 'Зиш', 'Клео', 'Мончестер', 'Шура', 'Сварщик']","['Регис', 'Майкл']",Кса,Мирный житель
3584,город,"['Зиш', 'Кса', 'Политрук', 'Клео', 'Регис', 'Майкл']","['Верже', 'Ведьмак']",Нюша,Шура
3585,мафия,"['Майкл', 'Регис', 'Ведьмак', 'Кса', 'Агностик', 'Клео']","['Нюша', 'Политрук']",Сварщик,Зиш
